Data;PRECIPITACAO_TOTAL_MM;TEMP_AR_C;PCT_UMIDADE_RELATIVA_AR;VENTO_m_s
01/01/2021;0;20.1;96;2
01/01/2021;0;19.6;96;1.6
01/01/2021;0;19.6;96;1.2
01/01/2021;0;19.3;97;0.6
01/01/2021;0;19.8;97;1.4
01/01/2021;0;19.8;95;1.7
01/01/2021;0;19.4;97;0.6
01/01/2021;0;19.2;97;0.5
01/01/2021;0;19.2;98;1.4
01/01/2021;0;19.8;96;1.8
01/01/2021;0;20.4;95;1.2
01/01/2021;0;22.3;84;1.5
01/01/2021;0;22.6;83;1.5
01/01/2021;0;23.9;79;0.9
01/01/2021;0;24.1;71;1
01/01/2021;0;25.8;73;1.2
01/01/2021;0;25.8;70;1.3
01/01/2021;0;26.5;64;1.5
01/01/2021;0;22.5;90;3.7
01/01/2021;0;21.6;92;2.8
01/01/2021;0;22.2;88;2.4
01/01/2021;0;21.1;94;2.3
01/01/2021;0.4;20.7;96;2.4
01/01/2021;0;20.5;96;1.9
02/01/2021;0.2;20.1;97;2.2
02/01/2021;0.4;19.9;96;2.4
02/01/2021;0;19.8;97;3.3
02/01/2021;0.2;19.4;97;3.4
02/01/2021;0;19.5;98;2.4
02/01/2021;0;19.6;98;1.8
02/01/2021;0;19.2;97;2.1
02/01/2021;0.2;18.7;98;1.8
02/01/2021;0;18.7;98;2.3
02/01/2021;0;18.6;98;1.9
02/01/2021;0;18.7;97;1.5
02/01/2021;0;18.8;97;2.1
02/01/2021;0;19.3;96;2
02/01/2021;0;19.9;91;1.8
02/01/2021;0;19.8;96;1.7
02/01/2021;0;20.2;92;1.8
02/01/2021;0;21.4;85;2.7
02/01/2021;0;21.3;87;2.9
02/01/2021;0;20.6;89;3
02/01/2021;0;19.8;94;2.6
02/01/2021;0;19.6;95;2.1
02/01/2021;0;19.4;92;2.5
02/01/2021;0;19.1;97;2.9
02/01/2021;0;19;97;2.7
03/01/2021;0;18.6;96;3
03/01/2021;0;18.5;95;3.1
03/01/2021;0;18.6;94;2.6
03/01/2021;0;18.4;95;3.2
03/01/2021;0;18.2;94;3.3
03/01/2021;0.2;17.6;93;2.8
03/01/2021;0;17.7;96;2.2
03/01/2021;0;17.6;96;2.1
03/01/2021;0;17.5;96;1.9
03/01/2021;0;17.8;94;1.7
03/01/2021;0;18.7;91;1.9
03/01/2021;0;19.1;86;2.7
03/01/2021;0;20.2;80;3.2
03/01/2021;0;21.8;73;3.2
03/01/2021;0;22.7;71;3.8
03/01/2021;0;22.3;72;3.3
03/01/2021;0;23.4;72;3.9
03/01/2021;0;23;71;3.7
03/01/2021;0.2;21.9;79;3.8
03/01/2021;0;20.9;83;4.7
03/01/2021;0;19.5;89;4
03/01/2021;0;19.2;89;4.6
03/01/2021;0;18.6;94;3.3
03/01/2021;0;18.4;92;3.6
04/01/2021;0;18.1;90;3.9
04/01/2021;0;18.2;90;3.9
04/01/2021;0;18.3;94;2.4
04/01/2021;0;18.2;95;2.4
04/01/2021;0;18.5;94;2.4
04/01/2021;0;18.5;93;2.3
04/01/2021;0;18.1;96;1.7
04/01/2021;0;17.9;96;1.8
04/01/2021;0;17.3;98;1.3
04/01/2021;0;17.8;97;1.2
04/01/2021;0;19.4;85;1.5
04/01/2021;0;20.7;84;1.2
04/01/2021;0;22.6;70;2.1
04/01/2021;0;24.3;69;1.9
04/01/2021;0;24;71;2.3
04/01/2021;0;24.1;69;2.7
04/01/2021;0;22.6;79;3.5
04/01/2021;0.2;22.7;84;3.5
04/01/2021;0.6;22.5;89;3
04/01/2021;0;21.9;85;3.2
04/01/2021;0;20.7;90;2.8
04/01/2021;0;20.2;92;2.4
04/01/2021;0;19.8;94;2.2
04/01/2021;0;19.5;97;1.9
05/01/2021;0;19.6;98;1.7
05/01/2021;0;19.7;96;1.7
05/01/2021;0;19.6;93;1.8
05/01/2021;0;19.4;94;1.2
05/01/2021;0;19.3;96;1
05/01/2021;0;19.4;92;1
05/01/2021;0;19.2;93;0.7
05/01/2021;0;19.2;93;0.8
05/01/2021;0;19.2;93;0.9
05/01/2021;0;19.3;92;1.2
05/01/2021;0;20.9;85;1.4
05/01/2021;0;22.8;77;1.5
05/01/2021;0;25.2;67;2.3
05/01/2021;0;25.9;69;2.2
05/01/2021;0.2;28.2;63;1.7
05/01/2021;0;29.3;56;2.4
05/01/2021;0;28.1;57;2.4
05/01/2021;0;29.5;55;1.7
05/01/2021;0;30.7;52;2.2
05/01/2021;0;29.1;52;1.5
05/01/2021;0;26.1;64;1.7
05/01/2021;0;24.3;82;2.2
05/01/2021;0;23.3;83;1.3
05/01/2021;0;22.8;94;1.5
06/01/2021;0;22.3;96;1.6
06/01/2021;0;22.1;98;1
06/01/2021;0;22.1;98;0.5
06/01/2021;0;21.8;98;0.3
06/01/2021;0;21.9;99;0.4
06/01/2021;0;21.7;99;0.4
06/01/2021;0;21.5;99;0.8
06/01/2021;0;20.8;98;0.3
06/01/2021;0;21.2;98;0.3
06/01/2021;0;21;98;0.6
06/01/2021;0;24.4;81;1.4
06/01/2021;0;25.8;72;1.5
06/01/2021;0;27.5;61;3
06/01/2021;0;29.2;60;2.7
06/01/2021;0;30.5;53;2.4
06/01/2021;0;31;53;2.5
06/01/2021;0;31.3;53;2.9
06/01/2021;0;32.4;47;2.3
06/01/2021;0;30.2;52;1.9
06/01/2021;0;29.7;55;2.5
06/01/2021;0;24.4;77;2.4
06/01/2021;0;23.1;83;1.2
06/01/2021;0;22.8;89;0.6
06/01/2021;0.2;22.3;96;1.4
07/01/2021;0;23.3;86;2.4
07/01/2021;0.2;23;84;2.1
07/01/2021;0;22.9;83;2.1
07/01/2021;0;22.3;87;1.5
07/01/2021;0;22.3;86;2.3
07/01/2021;0;21.9;89;2.8
07/01/2021;0;21.5;91;2.7
07/01/2021;0;21.5;91;1.8
07/01/2021;0;21;94;1
07/01/2021;0;21;94;1.4
07/01/2021;0;22.7;86;1.2
07/01/2021;0;26.2;74;1.9
07/01/2021;0;26.9;67;2.1
07/01/2021;0;28.7;62;2.5
07/01/2021;0;29.6;60;2
07/01/2021;0;31;56;3.3
07/01/2021;0;30.1;56;2.1
07/01/2021;0;30.3;51;1.6
07/01/2021;0;31.4;49;1.5
07/01/2021;0;31.2;49;1.6
07/01/2021;0.2;23.5;85;1.1
07/01/2021;0;24.9;84;0.8
07/01/2021;0;23.7;85;1.1
07/01/2021;0;23.8;85;1.7
08/01/2021;36.2;21.1;98;0.9
08/01/2021;0.2;21.4;98;0.8
08/01/2021;0;21.1;98;0.8
08/01/2021;0;20.5;98;1.5
08/01/2021;0;20.6;93;2.2
08/01/2021;0;20.6;95;1.7
08/01/2021;0;20.3;96;1.7
08/01/2021;0;20;96;1.4
08/01/2021;0;20;96;1.5
08/01/2021;0;20;95;1.7
08/01/2021;0;21.2;91;1.5
08/01/2021;0;22.6;83;1.8
08/01/2021;0;22.7;82;1.9
08/01/2021;0;23.7;80;2.1
08/01/2021;0;24.9;74;1.6
08/01/2021;0;26.3;63;1.4
08/01/2021;0;27;68;1.1
08/01/2021;0;27.1;66;0.5
08/01/2021;0;26.9;65;1
08/01/2021;0;24.4;85;2.4
08/01/2021;3;22.3;96;2.9
08/01/2021;2;22.2;96;2.3
08/01/2021;0;21.9;94;2.7
08/01/2021;0.6;21.8;97;1.3
09/01/2021;2;21.6;98;1.9
09/01/2021;0.4;21.5;97;2.1
09/01/2021;0.6;21.2;98;1.7
09/01/2021;0.6;21;98;1.7
09/01/2021;0;21.1;98;1.3
09/01/2021;0;21.2;98;0.9
09/01/2021;0;21.1;98;1.2
09/01/2021;0;20.8;98;1.1
09/01/2021;0;20.8;98;0.9
09/01/2021;0;21.1;98;1.9
09/01/2021;0;21.6;96;1.6
09/01/2021;0;22.3;91;1.9
09/01/2021;0;23.7;87;2.5
09/01/2021;0;23.6;86;2.8
09/01/2021;0;23.4;88;2.1
09/01/2021;0;23.9;83;3.3
09/01/2021;0;24.1;84;3.6
09/01/2021;0.2;24.1;80;4
09/01/2021;0;23.8;80;3.5
09/01/2021;0;22.6;82;4.4
09/01/2021;0;22.2;87;3.1
09/01/2021;0;22.1;83;3.3
09/01/2021;0;21.6;90;3
09/01/2021;0;21.2;87;3.1
10/01/2021;0;21.1;91;2.5
10/01/2021;0;21.4;92;1.7
10/01/2021;0;21.4;92;1.9
10/01/2021;0;21.2;93;1.5
10/01/2021;0;21.3;91;1.6
10/01/2021;0;21.2;93;1
10/01/2021;0;20.8;96;1.1
10/01/2021;0;20.9;97;0.5
10/01/2021;0;20.8;97;0.7
10/01/2021;0;20.7;97;0.8
10/01/2021;0;23.1;85;0.5
10/01/2021;0;22.9;83;1.5
10/01/2021;0;24.9;76;1.4
10/01/2021;0;25.7;77;2.2
10/01/2021;0;26;75;1.3
10/01/2021;0;27.1;72;3
10/01/2021;0;27.4;72;3.5
10/01/2021;0;24.9;85;3.7
10/01/2021;13.6;22.5;98;2.5
10/01/2021;1.2;22.2;98;2.2
10/01/2021;0.2;21.7;98;3.1
10/01/2021;0;21.9;95;2.8
10/01/2021;0;21.5;97;2.9
10/01/2021;0;21.6;98;2.4
11/01/2021;0;21.6;96;2.5
11/01/2021;0;21.7;95;2
11/01/2021;0;21.5;95;1.4
11/01/2021;0;21.4;97;1.7
11/01/2021;0;21.6;98;1.6
11/01/2021;0;21.8;95;2.2
11/01/2021;0;21.6;95;1.9
11/01/2021;0;21.5;96;1.7
11/01/2021;0;21.5;97;1.5
11/01/2021;0;21.5;96;1.6
11/01/2021;0;21.9;95;1.3
11/01/2021;0;23.2;89;1.7
11/01/2021;0;23.6;88;1.5
11/01/2021;0.2;24.8;81;1.4
11/01/2021;0;26;77;1.3
11/01/2021;0;26.3;79;1.6
11/01/2021;0;27.9;72;1.8
11/01/2021;0;27.8;70;2
11/01/2021;0;26.5;80;4.5
11/01/2021;0;24.4;87;2.7
11/01/2021;0;23.5;93;3.2
11/01/2021;0;23.4;93;2.7
11/01/2021;0;22.1;97;2.6
11/01/2021;0;22;96;2.3
12/01/2021;0;22.3;96;1.3
12/01/2021;0;22.3;95;1
12/01/2021;0;21.8;97;1.7
12/01/2021;0;21.6;98;0.4
12/01/2021;0;21.8;97;1.4
12/01/2021;0;21.9;98;1
12/01/2021;0;21.7;98;2
12/01/2021;0;21.4;98;1.3
12/01/2021;0;21.6;98;0.5
12/01/2021;0;21.9;98;1
12/01/2021;0;23.7;83;1.7
12/01/2021;0;24.7;80;1.4
12/01/2021;0;25.8;74;1.6
12/01/2021;0;27.2;71;1.4
12/01/2021;0;27.9;69;2
12/01/2021;0;27.5;73;2.5
12/01/2021;0;27.4;77;2.7
12/01/2021;0;26.7;79;2.9
12/01/2021;0.6;24;93;3.9
12/01/2021;0;23.7;92;1.5
12/01/2021;0;24.4;88;1.5
12/01/2021;0;24.1;90;2.7
12/01/2021;0;23.5;91;1.8
12/01/2021;0;23.1;92;1.9
13/01/2021;0;23.2;91;1.4
13/01/2021;0;23;92;2.6
13/01/2021;0;22.4;94;2.1
13/01/2021;0;22.1;95;1.4
13/01/2021;0;22.1;94;1.4
13/01/2021;0;21.8;95;2.1
13/01/2021;0;21.4;97;1.4
13/01/2021;0;21.6;95;0.6
13/01/2021;0;21.9;96;0.9
13/01/2021;0;21.8;95;2.3
13/01/2021;0;22.1;93;2.3
13/01/2021;0;22.8;89;1.6
13/01/2021;0;23;89;1.6
13/01/2021;0;24.1;82;1.3
13/01/2021;1.8;22.8;98;2.5
13/01/2021;0.8;22.4;95;1.8
13/01/2021;0.2;23.7;91;3.3
13/01/2021;0;24.6;85;3.6
13/01/2021;0;24.2;85;4.6
13/01/2021;0;24.1;86;3.4
13/01/2021;0;23;87;4.1
13/01/2021;0.2;22;94;2.3
13/01/2021;2.4;21.6;98;2.3
13/01/2021;0.4;21.6;97;3.6
14/01/2021;0;21.4;97;2.9
14/01/2021;0;21.4;96;3.3
14/01/2021;0;21.3;96;3.1
14/01/2021;0;21.5;96;1.6
14/01/2021;0;21.4;95;2
14/01/2021;0;21.1;98;2.2
14/01/2021;0;21.3;97;2
14/01/2021;0;21.3;97;1.2
14/01/2021;0;21.5;95;1.4
14/01/2021;0;21.3;96;1.7
14/01/2021;0;21.6;90;1.9
14/01/2021;0;22.5;89;1.5
14/01/2021;0;23.3;84;2
14/01/2021;0;24.5;81;3.3
14/01/2021;0;25.8;77;2.5
14/01/2021;0;25.8;76;3.4
14/01/2021;0;25.4;82;3.4
14/01/2021;0;23.3;86;4.1
14/01/2021;0;21.6;91;4.2
14/01/2021;0;21.6;88;3.5
14/01/2021;0;21.8;89;3.2
14/01/2021;0;21.3;88;3
14/01/2021;0;21.1;88;2.6
14/01/2021;0;20.8;91;2.4
15/01/2021;0;20.8;92;2.7
15/01/2021;0;20.5;93;2.2
15/01/2021;0;20.6;94;1.3
15/01/2021;0;20.7;95;0.9
15/01/2021;0;20.1;96;1.8
15/01/2021;0;20;96;1.6
15/01/2021;0;19.7;97;1.3
15/01/2021;0;19.6;98;1.2
15/01/2021;0;19.4;98;1.1
15/01/2021;0;19.6;97;1.1
15/01/2021;0;21.3;87;1.4
15/01/2021;0;22.4;83;1.1
15/01/2021;0;23.8;76;1.6
15/01/2021;0;24.6;69;2.4
15/01/2021;0;24.7;70;1
15/01/2021;0;23;79;2.4
15/01/2021;1.4;22.3;93;1.2
15/01/2021;1.6;22.1;94;1.2
15/01/2021;9.6;20;98;1.3
15/01/2021;1;20.6;98;1.6
15/01/2021;0.8;20.4;98;1.1
15/01/2021;2;20.5;98;0.3
15/01/2021;2;20.1;98;0.9
15/01/2021;1.8;20.3;99;1.2
16/01/2021;0;20;98;0.7
16/01/2021;0.2;20;97;1.1
16/01/2021;0.2;19.9;97;1.2
16/01/2021;0;19.6;97;1
16/01/2021;0;19.3;98;0.8
16/01/2021;0;19.2;98;1
16/01/2021;0;19.2;98;0.5
16/01/2021;0;19.2;98;0.9
16/01/2021;0;19;98;1.3
16/01/2021;0;19;98;1.7
16/01/2021;0;19.8;97;0.5
16/01/2021;0;21.4;90;0.9
16/01/2021;0;24.3;78;1.8
16/01/2021;0.2;26.4;71;1.7
16/01/2021;0;27.2;65;2.6
16/01/2021;0;27;60;2.4
16/01/2021;0;28.3;59;2.2
16/01/2021;0;28.8;54;2.7
16/01/2021;0;28.9;50;2.6
16/01/2021;0;28.5;55;1.9
16/01/2021;0;27.1;64;0.9
16/01/2021;0;25.7;70;1.5
16/01/2021;0;24.5;70;1.9
16/01/2021;0;23.5;78;1.2
17/01/2021;0;23.7;76;1.4
17/01/2021;0;23.8;75;1.4
17/01/2021;0;23.5;77;1.5
17/01/2021;0;23.1;77;1.4
17/01/2021;0;22.5;83;1.2
17/01/2021;0;22.6;82;1.2
17/01/2021;0;22.6;78;2
17/01/2021;0;22.8;75;2.2
17/01/2021;0;21.6;85;1.5
17/01/2021;0;22.1;81;1.7
17/01/2021;0;24.3;74;2.4
17/01/2021;0;24;74;2.1
17/01/2021;0;25;69;2.4
17/01/2021;0;26.8;61;3.8
17/01/2021;0;27.1;61;4.2
17/01/2021;0;28.4;60;3.4
17/01/2021;0;29;56;2.6
17/01/2021;0;28.6;56;3
17/01/2021;0;28.1;56;2.3
17/01/2021;0;30.4;49;2.9
17/01/2021;0;29.5;55;2.3
17/01/2021;0;28;59;1.9
17/01/2021;0;26.1;66;1.8
17/01/2021;0;24.8;71;2.2
18/01/2021;0;22.9;81;1.6
18/01/2021;0;22.5;80;2.3
18/01/2021;0;22.1;83;1.3
18/01/2021;0;22.1;82;2
18/01/2021;0;21.9;86;2.3
18/01/2021;0;21.5;90;2
18/01/2021;0;21.4;90;2
18/01/2021;0;21.6;89;2
18/01/2021;0;21.5;90;1.6
18/01/2021;0;22.3;83;2.7
18/01/2021;0;22.6;80;3.2
18/01/2021;0;24.4;74;1.7
18/01/2021;0;26.3;66;2.6
18/01/2021;0;28.2;58;3.1
18/01/2021;0;29.7;57;2.7
18/01/2021;0;29.4;54;2.2
18/01/2021;0;28.9;57;1.9
18/01/2021;0;31.1;53;2.3
18/01/2021;0;28.8;58;1.3
18/01/2021;0;26.9;71;2.8
18/01/2021;0;24.5;81;4.5
18/01/2021;0;23.7;84;3.3
18/01/2021;0;23.1;85;2.3
18/01/2021;8.8;21.4;98;2.4
19/01/2021;1;21.7;98;1
19/01/2021;1.8;21.3;98;1.9
19/01/2021;0;21.3;97;1.5
19/01/2021;0;21.3;97;1.2
19/01/2021;0;21.4;97;1.6
19/01/2021;0;20.7;91;1.5
19/01/2021;0;20.6;94;1.2
19/01/2021;0;20.4;94;1.7
19/01/2021;0;20.5;97;1.1
19/01/2021;0;20.9;96;2
19/01/2021;0;21.4;95;1.1
19/01/2021;0;21.7;92;1.8
19/01/2021;0;22.6;88;1.7
19/01/2021;0;23.8;84;2.3
19/01/2021;0;25.3;78;2
19/01/2021;0;25.1;78;1.9
19/01/2021;0;26.3;76;2.8
19/01/2021;0;25.6;81;3.7
19/01/2021;0.2;23.4;90;4.6
19/01/2021;19.2;21.3;98;2.3
19/01/2021;0.2;22.1;95;3.5
19/01/2021;0;21.9;95;2.5
19/01/2021;0;21.3;98;2.4
19/01/2021;0;21;98;2.3
20/01/2021;0;20.8;98;2.8
20/01/2021;0;20.9;98;2.3
20/01/2021;0;21;98;1.9
20/01/2021;0;20.8;98;2.4
20/01/2021;0.2;20.8;98;1.7
20/01/2021;0;20.7;97;0.9
20/01/2021;0;20.6;98;1.1
20/01/2021;0;20.4;98;0.8
20/01/2021;0;20.2;98;1.1
20/01/2021;0;20.2;98;0.7
20/01/2021;0;22.3;89;1.2
20/01/2021;0;23.6;79;1.7
20/01/2021;0;25;72;1.8
20/01/2021;0;26;69;1.9
20/01/2021;0;27;67;2.1
20/01/2021;0;26.7;71;3.1
20/01/2021;0;27.1;77;3
20/01/2021;0;25;83;4.1
20/01/2021;0;23.3;87;3.6
20/01/2021;0;22.3;92;3.2
20/01/2021;0;22.4;92;2.7
20/01/2021;0;21.8;93;3.7
20/01/2021;0;21.3;95;2.7
20/01/2021;0;21;91;2.9
21/01/2021;0;21;93;2.9
21/01/2021;0;20.9;97;2
21/01/2021;0.2;20.5;98;1.2
21/01/2021;0;20.5;96;1.6
21/01/2021;0;20.1;96;1
21/01/2021;0;19.8;97;1.1
21/01/2021;0;19.9;97;1.3
21/01/2021;0;20;96;1.1
21/01/2021;0;20;95;1.6
21/01/2021;0;19.8;96;1.4
21/01/2021;0;20.8;93;2
21/01/2021;0;21.7;88;1.8
21/01/2021;0;23.6;81;2.3
21/01/2021;0.2;25.3;73;2
21/01/2021;0;26.5;72;2
21/01/2021;0;27;68;2.3
21/01/2021;0;27;75;3.5
21/01/2021;0;25.6;79;4.3
21/01/2021;0;22.8;90;4
21/01/2021;0;21.5;96;3
21/01/2021;0;21.9;91;2.5
21/01/2021;0;21.7;92;3.2
21/01/2021;0;21.5;91;2
21/01/2021;0;21.4;90;2.6
22/01/2021;0;21.1;89;3.2
22/01/2021;0;20.8;90;1.8
22/01/2021;0;20.4;89;2.2
22/01/2021;0;19.8;94;2
22/01/2021;0;19.8;95;1.1
22/01/2021;0;20.2;93;2.2
22/01/2021;0;19.8;96;1.2
22/01/2021;0;19.8;94;0.9
22/01/2021;0;19.9;92;1.4
22/01/2021;0;19.7;95;1.5
22/01/2021;0;20.6;91;1.9
22/01/2021;0;22.8;84;1.5
22/01/2021;0;24.9;72;2.3
22/01/2021;0;25.4;67;1.7
22/01/2021;0;26.8;63;1.7
22/01/2021;0;27.2;62;1.3
22/01/2021;0;28.1;57;1.8
22/01/2021;0;27.5;69;3.6
22/01/2021;0;25.5;78;3.5
22/01/2021;0;22.9;88;4
22/01/2021;0;22.6;90;3.2
22/01/2021;0;22.5;90;2
22/01/2021;0;22.1;89;2.6
22/01/2021;0;21.7;92;2.9
23/01/2021;0;21.2;91;2.1
23/01/2021;0;20.9;91;1.8
23/01/2021;0;21.1;92;1.5
23/01/2021;0;20.8;90;1.7
23/01/2021;0;20.6;93;2.2
23/01/2021;0;20.4;93;1.7
23/01/2021;0;20.6;93;1.5
23/01/2021;0;20.4;95;1.5
23/01/2021;0;20;95;1.4
23/01/2021;0;20;96;0.8
23/01/2021;0;21.5;87;1.1
23/01/2021;0;22.4;82;2.1
23/01/2021;0;24.4;74;1.7
23/01/2021;0;26;64;1.9
23/01/2021;0;28.8;58;1.8
23/01/2021;0;29.1;50;1.9
23/01/2021;0;30;48;0.8
23/01/2021;0;24.8;83;5.1
23/01/2021;5.8;22.1;98;2
23/01/2021;2.8;21.9;97;1.4
23/01/2021;0.6;21.5;94;2.9
23/01/2021;0;21.4;94;1.5
23/01/2021;0;21.4;87;2.4
23/01/2021;0;20.9;95;1.9
24/01/2021;0;20.6;97;1.8
24/01/2021;0;20.6;97;1.1
24/01/2021;0;20.3;97;0.6
24/01/2021;0;19.9;96;0.7
24/01/2021;0;19.7;98;0.5
24/01/2021;0;19.7;98;0.6
24/01/2021;0;20;98;0.4
24/01/2021;0;19.8;98;0.3
24/01/2021;0;19.6;98;0.4
24/01/2021;0;19.5;98;0.3
24/01/2021;0;20.1;97;1
24/01/2021;0;22.1;87;1.9
24/01/2021;0;24.8;72;0.8
24/01/2021;0;26.7;58;1.4
24/01/2021;0;27.2;62;1.5
24/01/2021;0;28.1;61;1.1
24/01/2021;0;28.1;58;1.4
24/01/2021;0;23.7;86;3.5
24/01/2021;4.2;21;97;3.2
24/01/2021;0.2;21.5;96;2.9
24/01/2021;0;22.5;92;2.6
24/01/2021;0;22.3;91;2.8
24/01/2021;0;21.7;91;2.7
24/01/2021;0;21.4;93;2
25/01/2021;0;21;92;1.7
25/01/2021;0;20.6;95;1.4
25/01/2021;0;20.4;96;0.7
25/01/2021;0;20.9;93;1.2
25/01/2021;0;20.7;91;0.9
25/01/2021;0;20.2;94;0.4
25/01/2021;0;19.4;97;0.6
25/01/2021;0;19.5;97;0.9
25/01/2021;0;19.5;96;0.4
25/01/2021;0;19.7;95;0.8
25/01/2021;0;20.7;90;1.2
25/01/2021;0;22.3;84;1.4
25/01/2021;0;25;71;1.9
25/01/2021;0;27.2;60;2.2
25/01/2021;0;28.7;54;3
25/01/2021;0;30.3;52;2.7
25/01/2021;0;31.7;49;1.9
25/01/2021;0;31.4;44;2.2
25/01/2021;0;29.3;54;1.1
25/01/2021;0;24.6;85;2.8
25/01/2021;3.2;22.5;96;3.7
25/01/2021;13.8;21.9;96;2
25/01/2021;0.2;21.8;94;3
25/01/2021;0;21.8;97;1.7
26/01/2021;4;20.2;97;2.8
26/01/2021;5.2;19.8;97;2.2
26/01/2021;0;19.6;97;0.4
26/01/2021;6.4;19.6;97;1.5
26/01/2021;1.8;19.3;98;1.1
26/01/2021;0;19;98;0.6
26/01/2021;0;19.1;98;0.4
26/01/2021;0;19;98;0.6
26/01/2021;0;19.4;98;0.7
26/01/2021;0;19.5;98;0.7
26/01/2021;0;20.5;98;0.7
26/01/2021;0;22.3;88;1.3
26/01/2021;0;24.6;76;2.1
26/01/2021;0;24.5;75;1.4
26/01/2021;0;26.9;69;1.6
26/01/2021;0;28.4;60;2.5
26/01/2021;0.2;29.9;57;1.8
26/01/2021;0;28.4;;1.7
26/01/2021;1.6;27.9;63;0.6
26/01/2021;0;29.1;62;0.9
26/01/2021;0;24.2;78;3.1
26/01/2021;0;24;76;2.4
26/01/2021;0;22.8;84;1.7
26/01/2021;0;21.9;93;0.6
27/01/2021;0;21.9;86;0.8
27/01/2021;0;22.2;85;0.3
27/01/2021;0;22.7;84;0.7
27/01/2021;0;22;86;0.6
27/01/2021;0;22.2;83;1.2
27/01/2021;0;22.1;82;1.2
27/01/2021;0;21.5;81;1
27/01/2021;0;21.4;84;1.3
27/01/2021;0;21.3;83;1.3
27/01/2021;0;21.5;81;1.4
27/01/2021;0;22.7;77;1.5
27/01/2021;0;25.6;66;2.3
27/01/2021;0;27;61;2.8
27/01/2021;0;28.7;59;3.1
27/01/2021;0;29.6;57;2.9
27/01/2021;0;29.8;56;3.4
27/01/2021;0;29.9;53;2.9
27/01/2021;0;30.6;51;2.9
27/01/2021;0;32.4;49;3.1
27/01/2021;0;30.2;51;2.7
27/01/2021;0;29.7;53;1.7
27/01/2021;0;28.8;55;1.6
27/01/2021;0;26.6;61;0.5
27/01/2021;0;26.4;64;0.5
28/01/2021;0;25.3;73;0.6
28/01/2021;0;24.2;76;0.8
28/01/2021;0;23.9;77;0.7
28/01/2021;0;23.1;80;0.4
28/01/2021;0;23.6;84;0.6
28/01/2021;0;22.6;87;0.5
28/01/2021;0;22.6;90;1.7
28/01/2021;9.4;18.7;97;0.8
28/01/2021;0.6;19;91;2.3
28/01/2021;0;19.5;89;1.4
28/01/2021;0;20.2;91;1.1
28/01/2021;0;23.5;77;1.3
28/01/2021;0;24.3;77;2.2
28/01/2021;0.2;25.8;68;2.2
28/01/2021;0;27.5;59;3.1
28/01/2021;0;28.8;57;3.2
28/01/2021;0;29.7;52;2.4
28/01/2021;0;30.1;58;2.2
28/01/2021;0;28.7;56;2.4
28/01/2021;0;31.3;49;1.7
28/01/2021;0;29;56;2
28/01/2021;0;24.6;64;2.7
28/01/2021;0;22.8;72;0.7
28/01/2021;0;23.3;70;1.3
29/01/2021;0;22.9;75;0.4
29/01/2021;0;23.2;78;0.1
29/01/2021;0;22.9;78;0.4
29/01/2021;0;22.7;80;0.4
29/01/2021;0;22.7;83;0.4
29/01/2021;0;22.4;88;0.4
29/01/2021;0;21.8;91;0.5
29/01/2021;0;21.4;92;0.3
29/01/2021;0;21.3;85;0.6
29/01/2021;0;22.1;86;1
29/01/2021;0;23;85;0.8
29/01/2021;0;24.1;77;1.1
29/01/2021;0;25.2;71;1.1
29/01/2021;0;26.9;68;1.6
29/01/2021;0;28.8;;2.1
29/01/2021;0;28.8;56;2.1
29/01/2021;0;29.2;56;1.9
29/01/2021;0;28.9;;1.6
29/01/2021;0;32.2;46;2.1
29/01/2021;0;29.7;50;1.8
29/01/2021;0;30.5;49;1.4
29/01/2021;0;28.9;47;1.9
29/01/2021;0;26.4;54;1
29/01/2021;0;25.9;62;0.8
30/01/2021;0;24.6;69;0.9
30/01/2021;0;24.2;84;1.3
30/01/2021;0;23.2;94;1.1
30/01/2021;0;22.8;97;0.6
30/01/2021;0;22.5;97;0.5
30/01/2021;0;22.2;92;0.7
30/01/2021;0;21.8;89;0.5
30/01/2021;0;21.4;91;0.5
30/01/2021;0;21;95;0.3
30/01/2021;0;20.8;97;0.8
30/01/2021;0;22.5;90;0.7
30/01/2021;0;26.1;75;0.9
30/01/2021;0;27.1;66;1
30/01/2021;0;29.7;50;1.4
30/01/2021;0;30.9;43;2.8
30/01/2021;0;32.2;41;2.7
30/01/2021;0;32.1;42;1.7
30/01/2021;0;30.4;48;1.3
30/01/2021;0;33.5;38;2.1
30/01/2021;0;33.2;36;1.4
30/01/2021;0;28;74;3.1
30/01/2021;0;26.2;80;2.4
30/01/2021;0;25.2;86;2.9
30/01/2021;0;24.3;80;1.6
31/01/2021;0;23.6;82;1.6
31/01/2021;0;23;86;0.7
31/01/2021;0;22.5;91;0.5
31/01/2021;0;22.3;92;0.5
31/01/2021;0;22.2;90;0.3
31/01/2021;0;21.8;93;0.3
31/01/2021;0;21.6;90;0.3
31/01/2021;0;21.3;86;0.2
31/01/2021;0;21.3;85;0.5
31/01/2021;0;21.2;86;0.3
31/01/2021;0;23.2;82;0.7
31/01/2021;0;25.8;67;1.2
31/01/2021;0;28.4;62;1.7
31/01/2021;0;29.4;58;1.9
31/01/2021;0;30.2;51;2.5
31/01/2021;0;31.2;56;1.9
31/01/2021;0;28.9;62;1.5
31/01/2021;0;31;55;1.7
31/01/2021;0;30.9;53;1.4
31/01/2021;0;30.5;55;1
